,text,stars
50,"['start', 'I was REALLY excited to see that Amazon offered a ""Donut Cafe"" medium roast, described as ""Medium-light roast with a smooth, balanced flavor"".\n\nAs the description states, what I expect from a ""Donut Cafe Medium Roast"" is a medium roast on the lighter side with a very mild, almost sweet quality in the coffee.\n\nSadly, Right from the time I opened the bag I knew something was not right.\n\nJust from the color of the coffee I could tell that this was not going to go well... and then there was the aroma. This was not going to be ""Donut Cafe"" coffee.\n\nInstead, this tasted like a toned-down version of Starbucks House Blend, most notably with that signature Starbucks cigarette ash flavor. Granted, Starbucks House Blend will hit you over the head with it like a sledgehammer, but this, thankfully, was not THAT harsh.\n\nIt should be noted that this coffee is probably pretty good for someone who doesn\'t mind the Starbuckyness of it. In fact, if this coffee had been advertised as a dark medium roast, (I wouldn\'t have bought it in the first place, but...) I would not have given it such a low rating. The low rating is simply because of the inaccurate product name and description.\n\nUnfortunately, this coffee is just not the mellow, mild, sweet medium roast that I wanted and expected.\n\nOn the upside, there was a coupon when I bought it, so it was only $5.99. However Dunkin\' Donuts Original Blend blows this away, and is exactly what I expect from a ""Donut Cafe"" medium roast. If you\'re looking for a classic, mild, really pleasing flavored donut shop medium roast coffee, just get the Dunkin\' Donuts Original Blend Ground Coffee, Medium Roast, 12 Ounce: http://amzn.com/B009HSNDI2 — as of this review, it\'s actually $1.50 cheaper and WAY better tasting (or at least more accurate in its description).\n\nVery disappointing.', 'My husband bought this so he could have some cheap coffee at work. We set our expectations low and were hoping for at least a sort of Folgers /weak Dunkin donuts taste. We made a small cup of it and proceeded to taste it. Upon the first sip I realized this was a big mistake and a second sip was not necessary. The flavor was flat, with no complexity. It tasted burnt and stale. The flavor notes are percolated cardboard with a little ash.\n\nI gave this product a 2nd star because Amazon had an excellent satisfaction guaranteed return policy and I did not have to pay to ship it back. Sorry Amazon, I wanted to like it but maybe stick to non-edible generic items.', 'Tried standard coffee maker, AeroPress, French Press....never a decent tasting cup.\nHalfway through the second bag I ran it through my grinder as the grind was too coarse.....a bit better cup of coffee but still never buying again.\nI prefer med/dark my guests med....they complained of flavorless coffee as well. Old beans? Poor quality beans? Too coarse of a grind for sure.', ""Probably the worst item I have ever gotten thru Amazon , tried different brew methods Mr Coffee, french press, and a pour over camping type none could get a decent cup of coffee out of this bag different measure amounts , drip times etc didn't make a difference it was a on the same level of quality as the 99¢ store clearance bin won't fall for that stuff again"", ""Just an average tasting coffee it's no Dunkin Donuts. In all honesty when I first open the bag I had hoped for that's great coffee smell and got the smell of dirty socks. Almost enough to turn your stomach. After brewing a pot it was almost tasteless will not buy again."", ""A very important part of coffee is the aroma when you open the container. Unfortunately, this coffee really turns me off. It has a very unpleasant aroma. I would not buy it again, in fact I'm not sure I will continue to drink it."", 'From the first sip it tasted bitter and not the mellow, mild, sweet medium roast that I wanted and expected. This tastes very close to burnt Starbucks blends. Highly disappointed.', ""This coffee had a real bitter taste to it, so it definitely wasn't my favorite blend of coffee. Fast shipping and great packaging, just not my cup of coffee."", 'Wanted to love this. Tim Hortons and Dunkin keep going up in price. Thought this would be a good replacement. Flavor wasn’t on par.', ""I wasn't impressed with this coffee. It tastes stinky is the only way to describe it. I wanted to try something new....""]",2
51,['start'],2
52,"['start', ""I purchased AmazonFresh coffee because it was a little cheaper and you got a little more than the coffee I usually order, Verana Street's Cow Tipper. But the flavor of this coffee was awful. It tasted almost a little sour. At first I thought it was my coffee maker but I ran the clean cycle twice and tried to brew again and still it had a sour taste. The price and the size is a good value butI will not be repurchasing because it tasted so bad. I would highly recommend if you are looking for flavored coffee to try the brand Verana Street. Their flavored coffees are delicious."", ""I'm not sure who marked this as a medium roast - it's light at best. All three packages were nearly flavorless and I had to use almost three times as much as I do with any other actual medium roast. I drink two cups of coffee a day and the packs were gone in three weeks. Paid slightly more per ounce and got three packs of Folgers Simply Gourmet and I'm super happy with it.\n\nIf you like a very, very weak roast, you might enjoy this."", ""Maybe the quality varies a lot from batch to batch, but the batch that I received was bitter and had little detectable hazelnut flavor. I'm not one of those people who like sweet syrup or anything, I take my coffee black. I like other hazelnut coffees that I've had, but this one literally left a bad taste in my mouth. Amazon refunded my purchase, so i'm not bitter about the bitter coffee, just sad and disappointed. I had hoped this was my new go to. :("", ""This stuff smells great! Like amazing! But unfortunately once it's been brewed, it tastes like water. The first cup I thought it was my flavored creamer overpowering it, but I made the next cup with milk and sugar and all I taste is the milk and sugar.\n\nHighly disappointed in this product, Amazon. ☹️"", ""When buying this item didn't realize there is small message in the front showing artificial flavors added, it tasted very good just like to the real one. But, I won't try it no more."", 'Were not pleased with this coffee. Would not buy again. Did not use all of package. We will remain with Folgers.', 'Weak flavor, and low energy...', 'Maxwell House/ Folgers is better.', ""It's priced what it's worth."", 'The taste was just ok']",2
53,"['start', ""I purchased this coffee because I care about the environment, but it just doesn't have a great flavor, kind of bland/weakish for a dark coffee, especially for the price. Am going to check out other organic/fair trade brands."", 'Really average, love the idea of eco responsible coffee but it tasted weak. Bummer. Returned it', 'Tasteless very weak coffee', 'The idea of a very sustainable coffee was very appealing. However, if you are looking for a coffee with body and flavor, this would not be the route to go. It tasted bland and more watery with hints of coffee flavoring.', 'Didn’t have a very pleasant taste no matter how we brewed it. I prefer a lot of the other brands available on Amazon for the same cost.', 'Just okay. Not that special Nicaraguan flavor I am trying to rediscover. I will be sticking with my off the shelf favorite for now.', ""I have several reasons for giving a low star review.\n1. The packaging itself is worth the deduction of a star. It's tall and thin meaning it'll topple over, and there's no way to reseal it so if it topples over, your coffee beans go everywhere.\n\n2. I made this coffee as I normally do, in my French press, manually hand-ground, I let the Grounds Bloom for 30 seconds and then steep for four and a half minutes. And it tasted watered down, and had a weird aftertaste to it. It was mild, but I tasted something almost cherry.\n\n3. I'm back to the packaging. It was really difficult to open, no way to reseal it, and there's no way to store it without it falling over.""]",2
54,"['start', 'In regards to the 100% Arabica French roast, I found it to be fantastically Bland. This is definitely a case of you get what you pay for. I could care less about the organic aspect. I am looking for the best cup of coffee I can get. How are coffee beans ever not organic?', 'I wouldn\'t consider myself a coffee expert at all, but this stuff honestly did disappoint\nWanted to try something new, picked this at random and I feel it missed the mark (other than smelling good as it was being brewed)\n\nMay work better when blended or mixed with various ""dressings"" but as far as plain black coffee I wouldn\'t bother with this one again', 'To me Kona is a smooth taste but this coffee was a blend and I do not think enough Kona was used because I found this coffee very bitter. I will not buy again.', ""Didn't realize it was 10% Kona. Tastes like supermarket bargain basement coffee. Never again!"", 'Not a fan.', ""Dislike . I'm a very picky coffee drinker and this flavor profile is what I don't like."", 'I usually drink my coffee strong and black. I did not like this coffee at all. Tried it as espresso and normal black coffee and both were not good. I would pass on this cofffee.']",2
55,"['start', 'I tried several mornings to get the flavor right. Sometimes, a little weaker or a little stronger makes all the difference. I never got to liking this. Threw out the last 2/3 of the package.', 'Taste is personal and this is not for me. The smell is amazing, but the taste is lighter than I expected.', 'A very strong and synthetic vanilla in my opinion!', 'This had a strange taste I don’t enjoy. I don’t even know how to describe it. It’s not a total loss though. The odd taste doesn’t come through when I mix it in with other blends.', 'I only drink french vanilla coffee and this just didnt appeal to me.', 'I love this coffee but last time I ordered there was some kind of flakes of something mixed into my coffee.', 'Thought this coffee was good until we scooped some out this morning and a HUGE stink bug came out with the coffee.', 'Not for me.', ""Disclaimer: I like my coffee, cold or over ice, its too hot where I live to drink hot coffee. I like it a little sweet, and with a little cream. I don't like really sweet, or very acidic flavors.\n\nSo, with that disclaimer my review is that I dont care for this brand of vanilla coffee at all, I will be disposing of it soon. My tastes are for Gevalia, its just a smoother flavor to me. Nothing could cut the acidic flavor of this, even milk, which my coffee understanding is why more acidic coffees are used when milk is involved, maintains flavor while cutting down that taste. I am underwhelmed by this product, and wont be buying it again."", ""I've enjoyed this brand's other flavors, but unfortunately this was one I had a very hard time drinking. Skip this flavor, try another.""]",2
56,"['start', ""Maybe we just received a bad batch, but this is some of the worst coffee I've ever tasted. The best way to describe it is weak and bitter (if that's possible!). Also, one of the reasons I purchased was to support local farmers, and the package states that they only receive 15 cents/bag:("", ""I get this already ground all the time and use the pods in my K cup machine. I like it that way. Fresh ground from whole beans it is godawful. Bitter, funky tasting. YUCK. Brand new manual grinder so it isn't that."", ""Bleh. Very bland mediocre coffee. Very little flavor. Caffeine but that's about it."", 'Did not care for the taste. Sad I was looking forward to this.', 'Taste like grocery store coffee for more money', 'People who want to feel good about the coffee they drink might enjoy Laughing Man Coffee since it\'s Fair Trade Certified and for every bag, .15 cents is donated to the Laughing Man Foundation which supports global coffee farming communities. Unfortunately, if you\'re also looking for a rich full-flavored coffee then this Laughing Man Blend doesn\'t even come close to delivering.\n\nI\'m going to directly quote the description provided on the side of the package:\n\n""With contrasting, yet complementary notes of tart green apple and toasted graham cracker, this smoothly balanced blend represents the cheerful embodiment of our mission and a reminder that true fellowship knows no borders.""\n\nI will agree that this blend is smooth and even with the possibility that there are hints of tart apple and graham cracker--but I like the taste of coffee and there seems to be very little in the way of actual coffee flavor. I\'ve been drinking this black for the past several days and to me Hugh\'s Blend Medium Roast tastes like its already watered down even with nothing else in it.\n\nSome people may be able to better appreciate the subtle flavor this blend provides than I am but if you want a cup of black coffee that actually tastes like a cup of coffee this definitely isn\'t for you.', 'I really wanted to like Wolverines coffee, as a Wolverine fan I said gotta have this coffee it’s from Hugh.... for the descriptions on the back about notes of apple and this and that.... it just ended up tasting bitter with no body. Have to suggest try something else. The bag doesn’t come with a way to seal it either.', 'Really weak coffee. This is really not very good. It tastes like weak chocolate. I suspect the coffee is ground and left out in open air for awhile before packaging. Not very good.']",2
57,"['start', ""Pretty basic flavor. Tasted old. Might as well have bought a can of MJB at supermarket. Not worth it, threw it out.\nThis review is for the Hawaiian blend, French roast, and Colombian. Yes I tried all three and same results. Bitter (using a Ninja drip machine), and, well, no other way to explain it except it tasted old regardless of the date on the product.\nThe reviews saying it's great coffee are a bit odd because this stuff is not premium nor worth the cost."", ""First can was mehhh ok, but the subsequent 2 of the 3-pack tasted like cinnamon coffee . very strong cinnamon. id guess something went out of whack in processing bc there wasn't even a hint of hazelnut, just very strong, bad cinnamon. ugh."", 'I have had this brand in the past a few times from the grocery store and have liked it. The cans I just got from Amazon are weak and lack flavor (and scent). I am thinking they cheapened the product even further. If you just want cheap coffee, then buying Don Francisco on sale is fine. The expiration date on the cans I got was two years in the future.', 'i have tried this for two days. i make my coffee rather strong but cannot taste flavor other than plain coffee?!', ""My husband and I are not really fans of this coffee. I don't really think it tastes like butterscotch at all, and it has a weird acidic (for lack of a better word) aftertaste. I won't buy again."", 'I had big hopes for this coffee, but the burnt taste of the coffee (when freshly made), is enough for me not to drink it much less order it again. I’ll stick with my Aldis brand German Select regular roast.', 'Says hint of coconut they should call it coconut coffee. I don’t even get a hint of hazelnut. Very disappointed. If you love coconut grab it up. If you want hazelnut keep looking.', 'VERY VERY WEAK! If you like strong coffee, keep looking. This is super mild, and I use a lot of grinds in a Bialetti Moka Espresso maker... So in a Mr. Coffee it would be like water.', 'Coffee arrived in dented and open cans. Coffee was still good, coffee all over my kitchen was not.', 'Not tasting much like a vanilla and coffe it’s just ok. Won’t buy it again']",2
0,"['start', 'This is my absolute favorite hazelnut coffee that you can buy in K-cups for Keurig machines. It would be a five star rating hands down but I believe the bulk order I received (60 K-cups) was from a third party re-distributor that sells the K-cups that are ""defective"" when they don\'t pass initial production inspection. I expected to receive six 10-cup boxes but instead, they arrived in a single, plain white cardboard box with the 60 cups all jumbled together inside. If you open a box from the store that is labeled with the brand name, etc., you notice that the cups are all neatly stacked together and most importantly, that the tops of the K-cups seem slightly domed as if there is some air inside. Most of the K-cups I received from this bulk order had tops that were flat or slightly wrinkled looking and here\'s where the problem starts. When using these cups in my Keurig brewer, I\'ve had at least four of them so far that have ""blown up"" and spewed coffee grounds into the cup and through the lid all over the counter and floor. It takes some time to take apart the pod holder and clean up the machine every time this happens. So, bottom line is that the coffee flavor for this brand is excellent and I\'ll keep buying it from other sources. Would NOT recommend buying the bulk package advertised here due to product defects that prevent you from effectively brewing a cup from every pod.', 'I do like this coffee, but.......the pods had been taken out of the original boxes, and were rattling around in a big plain cardboard box which was twice the size needed. There was no expiration date on the box. However, after a search, I found it in fine print on each individual pod. The expiration date was only 2 months away, and I really prefer my coffee to be fresher than that. If I had seen them in a store, I would have passed them up.', 'This is my absolute favorite brand of coffee and I will continue to purchase it.\n\nAnd you cannot beat the price when using Subscribe & Save.\n\nHowever, I must say that the last order I received had quite a few duds in the boxes.\n\nAt least every third pod blows up and the grounds go everywhere inside the brewer and the coffee cup..\n\nGiving the benefit of the doubt and will wait until the next shipment is received to see how they are before taking action,', ""I've ordered this product several times as it is my favorite coffee. I was extremely disappointed to see one of the manufacturer's boxes holding six pkgs of 10 pods each was badly crushed resulting in my losing 10-12 pods due to damage and coffee leakage. This box should have never been put in a bigger Amazon box and shipped. First time I've had this problem. Carelessness on the part of Amazon. Should have been returned to Seattle's Best as unsaleable. At $.54 per pod, I basically lost 5.40-6.50 in product. That is unacceptable. I will buy again as I love this coffee, but QC needs to be addressed."", 'Had problems with these popping open and getting grounds in my coffee cup. Amazon always makes it right though! Thanks Amazon!!!!', ""I think I bought these 4 times. I love the favor, but these pods blew up in my Keurig and makes a big mess. All over my counter, up the wall and up the cupboard, this was hot. It looked like the pods were not sealed right. After I got them the first time, this started. Then the next few times the boxs were bent and ripped.. I still have 8 boxs and won't use them.."", 'I have purchased quite a few cases of this coffee and for some reason the last case tasted like the burnt coffee at the bottom of the pot. This used to be my favorite...did you buy beans too green, what changed? I will likely cancel my autoship.', 'Love love love the coffee. It’s just the right blend won’t no bitterness! I enjoy it in the morning and throughout the day. However, in my last two orders, of 6 boxes, each box was short 2 pods. I could understand an occasional missing pod but every box is unacceptable. That’s why you get a three star rating.', 'Not as good as tasty creme k-cups but not bad', 'LOVE THIS SBC COFFEE VARIETY NORMALLY HOWEVER, REGARDING THIS MOST RECENT PURCHASE, THE COFFEE MAY HAVE NOT BEEN STORED PROPERLY AND RESULTED IN A STALE AFTERTASTE THAT I NEVER HAD WITH THIS PARTICULAR COFFEE.']",3
1,"['start', 'This is my absolute favorite hazelnut coffee that you can buy in K-cups for Keurig machines. It would be a five star rating hands down but I believe the bulk order I received (60 K-cups) was from a third party re-distributor that sells the K-cups that are ""defective"" when they don\'t pass initial production inspection. I expected to receive six 10-cup boxes but instead, they arrived in a single, plain white cardboard box with the 60 cups all jumbled together inside. If you open a box from the store that is labeled with the brand name, etc., you notice that the cups are all neatly stacked together and most importantly, that the tops of the K-cups seem slightly domed as if there is some air inside. Most of the K-cups I received from this bulk order had tops that were flat or slightly wrinkled looking and here\'s where the problem starts. When using these cups in my Keurig brewer, I\'ve had at least four of them so far that have ""blown up"" and spewed coffee grounds into the cup and through the lid all over the counter and floor. It takes some time to take apart the pod holder and clean up the machine every time this happens. So, bottom line is that the coffee flavor for this brand is excellent and I\'ll keep buying it from other sources. Would NOT recommend buying the bulk package advertised here due to product defects that prevent you from effectively brewing a cup from every pod.', 'I do like this coffee, but.......the pods had been taken out of the original boxes, and were rattling around in a big plain cardboard box which was twice the size needed. There was no expiration date on the box. However, after a search, I found it in fine print on each individual pod. The expiration date was only 2 months away, and I really prefer my coffee to be fresher than that. If I had seen them in a store, I would have passed them up.', 'This is my absolute favorite brand of coffee and I will continue to purchase it.\n\nAnd you cannot beat the price when using Subscribe & Save.\n\nHowever, I must say that the last order I received had quite a few duds in the boxes.\n\nAt least every third pod blows up and the grounds go everywhere inside the brewer and the coffee cup..\n\nGiving the benefit of the doubt and will wait until the next shipment is received to see how they are before taking action,', ""I've ordered this product several times as it is my favorite coffee. I was extremely disappointed to see one of the manufacturer's boxes holding six pkgs of 10 pods each was badly crushed resulting in my losing 10-12 pods due to damage and coffee leakage. This box should have never been put in a bigger Amazon box and shipped. First time I've had this problem. Carelessness on the part of Amazon. Should have been returned to Seattle's Best as unsaleable. At $.54 per pod, I basically lost 5.40-6.50 in product. That is unacceptable. I will buy again as I love this coffee, but QC needs to be addressed."", 'Had problems with these popping open and getting grounds in my coffee cup. Amazon always makes it right though! Thanks Amazon!!!!', ""I think I bought these 4 times. I love the favor, but these pods blew up in my Keurig and makes a big mess. All over my counter, up the wall and up the cupboard, this was hot. It looked like the pods were not sealed right. After I got them the first time, this started. Then the next few times the boxs were bent and ripped.. I still have 8 boxs and won't use them.."", 'I have purchased quite a few cases of this coffee and for some reason the last case tasted like the burnt coffee at the bottom of the pot. This used to be my favorite...did you buy beans too green, what changed? I will likely cancel my autoship.', 'Love love love the coffee. It’s just the right blend won’t no bitterness! I enjoy it in the morning and throughout the day. However, in my last two orders, of 6 boxes, each box was short 2 pods. I could understand an occasional missing pod but every box is unacceptable. That’s why you get a three star rating.', 'Not as good as tasty creme k-cups but not bad', 'LOVE THIS SBC COFFEE VARIETY NORMALLY HOWEVER, REGARDING THIS MOST RECENT PURCHASE, THE COFFEE MAY HAVE NOT BEEN STORED PROPERLY AND RESULTED IN A STALE AFTERTASTE THAT I NEVER HAD WITH THIS PARTICULAR COFFEE.']",3
2,"['start', 'I\'m not a coffee snob. I drink about a pot a day and sometimes more. When you drink coffee in such great quantities, you tend to not worry as much about the quality. That in mind, I do regularly purchase store -brand coffees, including Wal-Mart\'s brand. I\'ll even drink brewed gas station coffee without complaint. My favorites tend to be the brands picked up by Costco or Kirkland.\n\nThat in mind, I wasn\'t thrilled with Amazon\'s coffee. It seems to me that a lot of their stuff is on par with store brands or better for quality... not the coffee. I would drink the Wal-Mart brand over this stuff anyday. It\'s not ""bad,"" but it\'s not particularly flavorful and is more bitter/ acidic than I like. I see a lot of people giving it five-star reviews and I can\'t understand why. Maybe they drown their coffee in cream and can\'t taste the coffee?\n\nAnd, it\'s not like the price is so low that people are being influenced by that... it\'s not expensive, but it\'s also not as cheap as going with a store brand, so, yeah. I don\'t get it. Don\'t get me wrong, it\'s not like it\'s so bad I can\'t drink it, but I wouldn\'t serve this to guests and I won\'t be purchasing it again.', 'Nothing to overly praise or hate on it tastes like any other Colombia coffee, Its profile is a hit or miss depending on UR tastes, If you like just basic quick coffee thats got a good flavor and is CHEAP to boot grab this\n\nIF however you have a need for a richer coffee or coffee with a better profile look elsewhere i can NOT stress how very basic this coffee tastes. To put it another way it has no DEPTH.', ""I consider myself somewhat of a coffee connoisseur.\nBought one 32 oz bag of this coffee, just to give it a try.\nI can say plain 'ole Folgers 100% Colombian tastes much better than this coffee.\nFor the money, this coffee is a good value but, you do sacrifice taste for price."", ""Not dunkin for sure. Has that cheap 'folgers' taste to it.. $3 cheaper than dunkin, delivered, for a reason. Would not buy again. Not sure why companies can't make a decent set of beans.. dunkin manages it somehow.. how hard can it be.. :-("", ""This is a great value, but I think it lacks a little umph in flavor. Mainly I'm looking for a caffeine kick in the morning, so it does the job. I use this in my keurig in reusable cups and brew on strong to get the most flavor I can out of it. I'd order again in a pinch, but definitely prefer other brands and blends over this."", 'Probably worth the money, barely. Not much flavor. Possibly I can blame it on COVID19! Saved me a trip to the local big warehouse store where I finally got the coffee I usually buy. Much improved and worth the trip.', ""Flavor is good, but grinding the beans is a pain. I thought at first I must have made the mistake, but double checked the subscription and it's definitely for ground coffee. Hopefully the next shipment is right."", ""Bought this to try it...I also bought the light roast...later review..\n\nit is OK, but not great coffee, better than the cheap stuff from Costco..but I'm underwhelmed.. truly expected better.."", ""We bought this coffee as a price/ounce purchase (read-economical). It did the job. I added some nutmeg and allspice to it, and that helped.\n\nAll in all, it wasn't great, but it wasn't bad. Meh?"", 'I truly do enjoy this coffee and have purchased it several times, however, this most recent time, the bag that holds the coffee grounds was torn when it arrived and the shipping box was filled with loose coffee grounds!! I am very disappointed in the quality of the bag since it was torn.']",3
3,"['start', 'Update..NOT HAPPY with AMAZON QUALITY CONTROL. 1ST BAG ARRIVED SPLIT OPEN & THIS REPLACEMENT EXPIRED 6 MONTHS AGO!\nFavorite coffee of all time. I only drink Dark French Roast and this one is much better than Starbucks.\nLoved the ease of the KCup but once I learned the Kcups is a disaster for the Earth and the inventor has huge regrets for inventing them, I had to face up to this truth.\nActually I got rid of the many Keurigs and the knockoffs and have a tiny old fashioned coffee maker and I love it.\nAdditionally I am saving $20 a month on coffee since I switched from Peets Kcups to their ground and this is just one person who only drinks 1 cup a day. Imagine how much money you will save ditching the Kcups and stop polluting our earth. :) WIN WIN', 'Good price, fast free shipping. BUT, the coffee we received in November had, per info on the package, been roasted in August and had a sell-by date just a few days away. Peet\'s website says ""A few days after roasting, when the aroma springs from the bag and the intriguing tapestry of flavors is sharp, is when it\'s at its peak.""\n\nI\'m thinking it might be best to continue to spend another dollar or two more to buy much fresher coffee at the supermarket.', ""I really love Peet's coffee. The biggest issue with ordering online is that you have no idea when it was roasted. I've been ordering this for over a year now and they are usually at least a month old. This time it was roasted about 2 1/2 months before my delivery. While the price is good and the convenience factor is high, I may go back to the grocery store where I can see the expiration dates before I purchase. I'll see if this becomes a trend."", ""I accidentally purchased ground coffee, so my mistake, but this isn't the best way to get Peet's.\n\nThe price is fair, but it was ground 2 weeks ago and the flavor isn't great, not terrible, but definitely lacking.\n\nNow I have enough inferior coffee for a couple of weeks. I'll use it up but can hardly wait until I need to replenish so I can get whole beans."", 'I’ve been drinking Peet’s for almost 3 years now and I was disappointed by this flavor. We normally drink Major Dickerson’s but I ordered this one because my in-laws were coming into town and I know they do not like dark roast. However, despite being a medium roast... this one tastes much more bitter and acidic to me. Perhaps that’s common with medium vs dark roasts, but this is not my favorite Peet roast.', 'Great concept with the larger package and automatic reoccurring ship option. The issue is the coffee has been coming with a two week window on the best by date. Amazon is shipping coffee that’s about to essentially expire. I’ve had three orders and all three had a very short time before the Coffee reaches its BB date. I like the price, convenience and product just need to receive a fresher product.', 'Taste is good but the date was only one month shelf life this is 9-14- 18 and the Coffee Date 10-10-18 WAS NOT HAPPY AT ALL ABOUT THE DATE WHAT CAN BE DONE CAN A FRESH BAG OF COFFE BE SENT WITH A YEAR DATE OR WHAT ELSE CAN BE DONE! THANK YOU!!', ""Got this for a gift for my brother. He is a coffee lover and drinks his black. He said this coffee is too Fine and too acidic. The bag had a hole in it when it was direct delivered to him and I guess the freshness was not as good as it should have been. Won't send him anymore of this brand."", 'I had to cancel this automatic order because the coffee was always close to expiration date. Not fresh.', ""I get this on a repeating subscription. However, every month at least one package is cut open. It appears that when they cut open the cases they slice the coffee bags. I've had them anywhere from a little knick to the front of the bag sliced from one side to the other.""]",3
4,"['start', ""I didn't feel like running out to the store to get my usual coffee beans this time, so I decided to buy online and give Dunkin' Donuts a try. Unfortunately, I've been completely underwhelmed. I've gone through almost 3/4 of the bag and think I've had enough. Back to my usual blends I go."", 'As much as I appreciate Dunkin Donuts, and they’re coffee, this coffee really lacks giving me energy for the day, the flavor is overall really good to me, but as for feeling the effects, I really can’t feel much of a difference in all honesty, but if your a fan of DD coffee, I recommend it, but if your looking for coffee that’ll help keep you awake and full of energy, you might just wanna keep looking.', ""This did not taste like the Dunkin Donuts coffee. I tried different strengths and still didn't work. I prefer regular Classic Roast Folgers."", ""The coffee we have learned to love and expect from duckin' at a great price on amazon. Arrived hard as a rock though."", 'Not my Favorite cup of coffee, lots of dust in grounds like they trying to make expresso powder never had that happen before will try again', 'It’s cheaper than in store and I’ve always had really good luck but this month when I got it it just smelled off? It didn’t smell like coffee or like how Dunkin usually smells and I’m not sure if I’ll be using the rest maybe I got a bad batch', 'The coffee is kind of stale... Not so fresh taste....', ""can't compare with the Volcanica Coffee. the bag is too small to store the coffee. well, the price is good..."", 'I bought ground coffee instead of coffee beans. NO RETURNS!!', 'Taste is no where near as good as the Keurig cups or at Dunkin donuts']",3
5,"['start', 'I\'m not a coffee snob. I drink about a pot a day and sometimes more. When you drink coffee in such great quantities, you tend to not worry as much about the quality. That in mind, I do regularly purchase store -brand coffees, including Wal-Mart\'s brand. I\'ll even drink brewed gas station coffee without complaint. My favorites tend to be the brands picked up by Costco or Kirkland.\n\nThat in mind, I wasn\'t thrilled with Amazon\'s coffee. It seems to me that a lot of their stuff is on par with store brands or better for quality... not the coffee. I would drink the Wal-Mart brand over this stuff anyday. It\'s not ""bad,"" but it\'s not particularly flavorful and is more bitter/ acidic than I like. I see a lot of people giving it five-star reviews and I can\'t understand why. Maybe they drown their coffee in cream and can\'t taste the coffee?\n\nAnd, it\'s not like the price is so low that people are being influenced by that... it\'s not expensive, but it\'s also not as cheap as going with a store brand, so, yeah. I don\'t get it. Don\'t get me wrong, it\'s not like it\'s so bad I can\'t drink it, but I wouldn\'t serve this to guests and I won\'t be purchasing it again.', 'Nothing to overly praise or hate on it tastes like any other Colombia coffee, Its profile is a hit or miss depending on UR tastes, If you like just basic quick coffee thats got a good flavor and is CHEAP to boot grab this\n\nIF however you have a need for a richer coffee or coffee with a better profile look elsewhere i can NOT stress how very basic this coffee tastes. To put it another way it has no DEPTH.', ""I consider myself somewhat of a coffee connoisseur.\nBought one 32 oz bag of this coffee, just to give it a try.\nI can say plain 'ole Folgers 100% Colombian tastes much better than this coffee.\nFor the money, this coffee is a good value but, you do sacrifice taste for price."", ""Not dunkin for sure. Has that cheap 'folgers' taste to it.. $3 cheaper than dunkin, delivered, for a reason. Would not buy again. Not sure why companies can't make a decent set of beans.. dunkin manages it somehow.. how hard can it be.. :-("", ""This is a great value, but I think it lacks a little umph in flavor. Mainly I'm looking for a caffeine kick in the morning, so it does the job. I use this in my keurig in reusable cups and brew on strong to get the most flavor I can out of it. I'd order again in a pinch, but definitely prefer other brands and blends over this."", 'Probably worth the money, barely. Not much flavor. Possibly I can blame it on COVID19! Saved me a trip to the local big warehouse store where I finally got the coffee I usually buy. Much improved and worth the trip.', ""Flavor is good, but grinding the beans is a pain. I thought at first I must have made the mistake, but double checked the subscription and it's definitely for ground coffee. Hopefully the next shipment is right."", ""Bought this to try it...I also bought the light roast...later review..\n\nit is OK, but not great coffee, better than the cheap stuff from Costco..but I'm underwhelmed.. truly expected better.."", ""We bought this coffee as a price/ounce purchase (read-economical). It did the job. I added some nutmeg and allspice to it, and that helped.\n\nAll in all, it wasn't great, but it wasn't bad. Meh?"", 'I truly do enjoy this coffee and have purchased it several times, however, this most recent time, the bag that holds the coffee grounds was torn when it arrived and the shipping box was filled with loose coffee grounds!! I am very disappointed in the quality of the bag since it was torn.']",3
